"","url_dep1","nome","posicao","biografia","noticias","twitter","email"
"32","https://www.alepa.pa.gov.br/alexsantiago","mirosanova","Deputado Estadual - PDT"," Amigos, meu nome é Waldemiro Eduardo de Assis Sanova. Graças a Deus e a vontade do povo do Pará, estou no meu 2º mandato de deputado estadual, eleito com 52.619 votos, dos quais, sou imensamente grato.Nasci na minha querida cidade de Ananindeua, no dia 10 de Dezembro de 1981. Filho do meu saudoso pai e ex vereador, Nonato Sanova e Iolanda Sanova. Além de deputado, sou esposo da Lorena Sanova e pai do Eduardo e Bernardo. Com eles, construí minha família, da qual, tenho enorme orgulho. Estou deputado pela força do povo, mas também sou formado Direito e Comunicação Social (Publicidade e Propaganda), com especialização em Marketing, profissões que muito me ajudam, em meu mandato. Minha história política começou muito antes do mandato parlamentar. Começou com as visitas que eu fazia, junto com meu pai, às comunidades de Ananindeua. Foram nessas oportunidades que acabei me envolvendo com os problemas e carências de cada família que conhecíamos e visitávamos. Senti e percebi que podia e devia trabalhar para melhorar a vida daqueles que confiavam em nosso trabalho. E, mesmo sem recursos financeiros, mas, com apoio de muitos amigos, fui eleito vereador de Ananindeua, pela primeira vez, em 2008 e reeleito, em 2012.
               Em 2013, tive um enorme desafio em minha vida: a oportunidade de me candidatar a deputado estadual. Mesmo com receio, encarei essa missão e fui vitorioso, graças a Deus. Fui eleito, em 2014, com 24.374 votos. Para mim foi uma imensa felicidade. Me vi com oportunidade de expandir o trabalho que vinha fazendo em Ananindeua, para todo o Pará. Como deputado algumas coisas marcaram minha vida. Uma delas foi quando, no início de 2017, assumi a 2ª Vice Presidência da Assembleia Legislativa. Fui um dos poucos deputados, de primeira viagem, a ocupar um lugar na Mesa Diretora. Desde o primeiro mandato, tenho feito questão de estar o mais perto possível do povo. Até agora, já visitei mais de 140 municípios paraenses, ouvindo a população e buscando juntos alternativas que levem mais desenvolvimento e qualidade de vida à nossa gente. Além das nossas viagens, temos nosso trabalho parlamentar. Até agora, já apresentei na Assembleia Legislativa diversos Projetos de Lei e de Indicação e três deles viraram Lei. O que Institui a Semana Estadual conta a Auto Medicação; o que Estabelece o Dia da Cultura Paraense e o que Obriga os Estabelecimentos que Comercializam Carne a fornecer informações atualizadas sobre o produto. Foram projetos pensados com muito cuidado para beneficiar o povo paraense. Na Assembleia tenho levantado bandeiras que considero ser de uma importância para o Pará; dentre elas a defesa da Educação de qualidade; a diminuição das tarifas de energia elétrica e, agora, mais recente, tenho lutado para que seja resolvido o problema do aterro sanitário de Marituba, que tanto tem afetado a população daquele município. Agora, no meu segundo mandato, Deus me deu mais uma missão, que considero muito importante: assumi a presidência da Comissão de Agricultura, Indústria, Terras e Comércio. São áreas fundamentais para o desenvolvimento econômico e social do nosso Estado e do nosso povo, por isso, meu trabalho, à frente da Comissão, tem sido intenso. Tenho buscado parcerias que possam criar oportunidades e ações que levem esse desenvolvimento aos paraenses, principalmente, aos que mais precisam. Estes, meus amigos, são apenas alguns dos trabalhos que tenho feito, como parlamentar, mas há muito mais coisa que você pode conhecer. Visite nosso facebook, instagram e redes sociais e você vai saber muito mais da nossa atuação. Se possível, venha tomar um cafezinho comigo, em meu gabinete, na Assembleia Legislativa. Venha conversar e nos ajudar a construir um Pará melhor, com mais oportunidades para todos.","/agendadep/131",NA,"dep.mirosanova@alepa.pa.gov.br"
"33","https://www.alepa.pa.gov.br/alexsantiago","mirosanova","Deputado Estadual - PDT"," Amigos, meu nome é Waldemiro Eduardo de Assis Sanova. Graças a Deus e a vontade do povo do Pará, estou no meu 2º mandato de deputado estadual, eleito com 52.619 votos, dos quais, sou imensamente grato.Nasci na minha querida cidade de Ananindeua, no dia 10 de Dezembro de 1981. Filho do meu saudoso pai e ex vereador, Nonato Sanova e Iolanda Sanova. Além de deputado, sou esposo da Lorena Sanova e pai do Eduardo e Bernardo. Com eles, construí minha família, da qual, tenho enorme orgulho. Estou deputado pela força do povo, mas também sou formado Direito e Comunicação Social (Publicidade e Propaganda), com especialização em Marketing, profissões que muito me ajudam, em meu mandato. Minha história política começou muito antes do mandato parlamentar. Começou com as visitas que eu fazia, junto com meu pai, às comunidades de Ananindeua. Foram nessas oportunidades que acabei me envolvendo com os problemas e carências de cada família que conhecíamos e visitávamos. Senti e percebi que podia e devia trabalhar para melhorar a vida daqueles que confiavam em nosso trabalho. E, mesmo sem recursos financeiros, mas, com apoio de muitos amigos, fui eleito vereador de Ananindeua, pela primeira vez, em 2008 e reeleito, em 2012.
               Em 2013, tive um enorme desafio em minha vida: a oportunidade de me candidatar a deputado estadual. Mesmo com receio, encarei essa missão e fui vitorioso, graças a Deus. Fui eleito, em 2014, com 24.374 votos. Para mim foi uma imensa felicidade. Me vi com oportunidade de expandir o trabalho que vinha fazendo em Ananindeua, para todo o Pará. Como deputado algumas coisas marcaram minha vida. Uma delas foi quando, no início de 2017, assumi a 2ª Vice Presidência da Assembleia Legislativa. Fui um dos poucos deputados, de primeira viagem, a ocupar um lugar na Mesa Diretora. Desde o primeiro mandato, tenho feito questão de estar o mais perto possível do povo. Até agora, já visitei mais de 140 municípios paraenses, ouvindo a população e buscando juntos alternativas que levem mais desenvolvimento e qualidade de vida à nossa gente. Além das nossas viagens, temos nosso trabalho parlamentar. Até agora, já apresentei na Assembleia Legislativa diversos Projetos de Lei e de Indicação e três deles viraram Lei. O que Institui a Semana Estadual conta a Auto Medicação; o que Estabelece o Dia da Cultura Paraense e o que Obriga os Estabelecimentos que Comercializam Carne a fornecer informações atualizadas sobre o produto. Foram projetos pensados com muito cuidado para beneficiar o povo paraense. Na Assembleia tenho levantado bandeiras que considero ser de uma importância para o Pará; dentre elas a defesa da Educação de qualidade; a diminuição das tarifas de energia elétrica e, agora, mais recente, tenho lutado para que seja resolvido o problema do aterro sanitário de Marituba, que tanto tem afetado a população daquele município. Agora, no meu segundo mandato, Deus me deu mais uma missão, que considero muito importante: assumi a presidência da Comissão de Agricultura, Indústria, Terras e Comércio. São áreas fundamentais para o desenvolvimento econômico e social do nosso Estado e do nosso povo, por isso, meu trabalho, à frente da Comissão, tem sido intenso. Tenho buscado parcerias que possam criar oportunidades e ações que levem esse desenvolvimento aos paraenses, principalmente, aos que mais precisam. Estes, meus amigos, são apenas alguns dos trabalhos que tenho feito, como parlamentar, mas há muito mais coisa que você pode conhecer. Visite nosso facebook, instagram e redes sociais e você vai saber muito mais da nossa atuação. Se possível, venha tomar um cafezinho comigo, em meu gabinete, na Assembleia Legislativa. Venha conversar e nos ajudar a construir um Pará melhor, com mais oportunidades para todos.","/noticiasdep/131/D",NA,"dep.mirosanova@alepa.pa.gov.br"
"34","https://www.alepa.pa.gov.br/alexsantiago","orlandolobato","Deputado Estadual - PMN"," 
              ","/noticiasdep/103/D",NA,"dep.orlandolobato@alepa.pa.gov.br"
"35","https://www.alepa.pa.gov.br/alexsantiago","ozoriojuvenil","Deputado - MDB"," 
              ","/noticiasdep/132/D",NA,"dep.ozorio@alepa.pa.gov.br"
"36","https://www.alepa.pa.gov.br/alexsantiago","paulagomes","Deputada Estadual - PSD"," Ana Paula Silva Gomes de Freitas, 34 anos, paraense da cidade de Salinópolis, casada, Bacharel em Administração de Empresas (FACI), Advogada (UEMG) e pós-graduanda do curso de Processo Civil Individual e Coletivo (CESUPA).Paula Gomes tem um extenso curriculum. Sua competência, capacidade e responsabilidade lhe renderam passagens pelo Banpará, Norte Brasil Telecom, Vivo, Banco Itaú, escritório de Advocacia; sua inserção na política foi com o cargo de Secretária de Administração de Salinópolisde 2014 a 2015.Em 2018 disputou pela primeira vez as eleições para o cargo de Deputada Estadual sendo eleita com 46.863 votos.Já em seu primeiro mandato como Deputada Estadual foi eleita presidente da Comissão de Turismo e Esporte da Assembleia Legislativa do Pará.
              ","/noticiasdep/133/D",NA,"dep.paulagomes@alepa.pa.gov.br"
"37","https://www.alepa.pa.gov.br/alexsantiago","professoranilse","Deputada Estadual - REP"," Maria Iranilse Brasil Dias Pinheiro, 58, conhecida como Professora Nilse Pinheiro, é natural de Belém (Pa), do bairro da Pedreira, possui graduação em Enfermagem e Obstetrícia pela Escola de Enfermagem Magalhães Barata (1993), tem três especializações, dois MBA's e um mestrado. Nilse Pinheiro iniciou sua vida pública ainda na juventude, aos 14 anos, ganhou uma bolsa no Colégio Salesiano do Carmo, onde entrou no movimento estudantil, nesta época conheceu seu marido com quem teve três filhos. Juntos e aliados a outros estudantes, fundaram o Grupo Salesiano do Carmo (Grudes). O aprendizado da época foi influenciador na sua carreira política, quando se tornou membro de frente dos movimentos estudantis e religiosos pelo qual passou, como o Focolares, período que serviu de primeiro degrau enquanto a jovem organizava sua cultura e fixava seus objetivos.","/agendadep/134",NA,"dep.professoranilse@alepa.pa.gov.br"
"38","https://www.alepa.pa.gov.br/alexsantiago","professoranilse","Deputada Estadual - REP"," Maria Iranilse Brasil Dias Pinheiro, 58, conhecida como Professora Nilse Pinheiro, é natural de Belém (Pa), do bairro da Pedreira, possui graduação em Enfermagem e Obstetrícia pela Escola de Enfermagem Magalhães Barata (1993), tem três especializações, dois MBA's e um mestrado. Nilse Pinheiro iniciou sua vida pública ainda na juventude, aos 14 anos, ganhou uma bolsa no Colégio Salesiano do Carmo, onde entrou no movimento estudantil, nesta época conheceu seu marido com quem teve três filhos. Juntos e aliados a outros estudantes, fundaram o Grupo Salesiano do Carmo (Grudes). O aprendizado da época foi influenciador na sua carreira política, quando se tornou membro de frente dos movimentos estudantis e religiosos pelo qual passou, como o Focolares, período que serviu de primeiro degrau enquanto a jovem organizava sua cultura e fixava seus objetivos.","/noticiasdep/134/D",NA,"dep.professoranilse@alepa.pa.gov.br"
"39","https://www.alepa.pa.gov.br/alexsantiago","raimundosantos","Deputado Estadual - PATRIOTA"," Raimundo José Pereira dos Santos, nascido em 10 de outubro de 1955, na Cidade de Santarém, está exercendo o oitavo mandato parlamentar, sendo dois de deputado estadual (1987/1995), três de deputado federal (1995/ 2007) e mais dois de deputado estadual (2011/20123).Atualmente é o Ouvidor Geral da Assembleia Legislativa do Pará desempenhando a segunda gestão. Foi por cinco gestões presidente da Comissão de Constituição e Justiça, que é a mais importante de qualquer parlamento. É também presidente da Frente Parlamentar da Mineração Sustentável no Estado do Pará e foi o 1° Ouvidor Geral do parlamento.A sua paixão pelo trabalho vem desde a infância quando foi professor de música, em Igarapé Açu (1967/1971). Na adolescência foi biciclotaxista e estagiário do Banco da Amazônia, em Abaetetuba (1971 e 974). Profissionalmente foi funcionário do Banco da Amazônia, em Paragominas e em Belém (1974/1986). É advogado há quase 40 anos (desde 1980), com experiência em Juízos de Primeiro Grau e nos Tribunais.Raimundo Santos soube associar o seu trabalho parlamentar com a sua primeira vocação: o louvor. Gravou 4 CDs: “O Crente Só Canta Vitória”, “Candeia Acesa” e os grandes sucessos ” Preciso de um Milagre” e “O sonhador”.Raimundo Santos tem como sua maior referência a vida de seu pai, o pastor Joaquim Pereira dos Santos, que viveu 101 anos e dedicou mais de 70 deles à obra evangélica, como pastor da Assembleia de Deus.É casado há mais de 40 anos com Belemita Pinheiro dos Santos, sob as bênçãos de Deus que os agraciou com cinco filhas, um filho e seis netos.
               Nome e naturalidade Raimundo José Pereira dos Santos, nascido em 10 de outubro de 1955, na cidade de Santarém-PA. I. Atividades pré-profissionais II.   Atividades profissionais Atividade representativa de Classe e Associativa      Alguns Cursos com a classificação em primeiro lugar                  Outros Cursos e Eventos participativos III. Condecorações – Medalhas: A. Dos Poderes constituídos e do Ministério Público B. De órgãos de classe IV. Atuação Parlamentar           Membro de Comissões Parlamentares ASSEMBLEIA LEGISLATIVA (1987/1995): ASSEMBLEIA ESTADUAL CONSTITUINTE, 1989: CONGRESSO NACIONAL: CÂMARA DOS DEPUTADOS (1995/2007): Membro de Frente Parlamentar no Congresso Nacional ASSEMBLEIA LEGISLATIVA (2011/2018): V. Títulos Honoríficos","/noticiasdep/135/D","https://twitter.com/deprsantos","dep.raimundosantos@alepa.pa.gov.br"
"40","https://www.alepa.pa.gov.br/alexsantiago","renatoogawa","Deputado Estadual - PL"," 
              ","/noticiasdep/136/D",NA,"dep.renatoogawa@alepa.pa.gov.br"
"41","https://www.alepa.pa.gov.br/alexsantiago","renilcenicodemos","Deputada Estadual - MDB"," Natural de Marapanim na região nordeste paraense, Renilce Nicodemos atua para que as mulheres de sua geração tenham  mais direitos, oportunidades  e amplas  conquistas sociais.Sem nunca esquecer suas origens, Renilce Nicodemos venceu os desafios de vida, com sua formação em Gestão Pública, quando atuou como Assessora Parlamentar Federal e  Secretária de Governo do Estado, conhecendo uma realidade diversa e  realizando inúmeras ações em prol do esporte e cidadania.Como parlamentar, em seu primeiro mandato  na Assembléia Legislativa do Pará, participando e presidindo importantes Comissões, tem se destacado por projetos e ações que visam ampliar as políticas sociais para as mulheres, a família, crianças, juventude e minorias, buscando ainda,apoiar  os municípios paraenses em suas necessidades emergentes. Pelo reconhecimento de sua atuação recebeu inúmeras honrarias municipais, estaduais, legislativas, autarquias e de entidades representativas da sociedade paraense. Ao definir seu trabalho numa frente ampla que recebe o apoio de seus pares na Alepa, do Governo do Estado e do meio empresarial, diz simplesmente que luta com a força de todas as mulheres paraenses, por um Pará mais justo, com mais desenvolvimento para seu povo em todas as regiões.","/agendadep/137",NA,"dep.renilcenicodemos@alepa.pa.gov.br"
"42","https://www.alepa.pa.gov.br/alexsantiago","renilcenicodemos","Deputada Estadual - MDB"," Natural de Marapanim na região nordeste paraense, Renilce Nicodemos atua para que as mulheres de sua geração tenham  mais direitos, oportunidades  e amplas  conquistas sociais.Sem nunca esquecer suas origens, Renilce Nicodemos venceu os desafios de vida, com sua formação em Gestão Pública, quando atuou como Assessora Parlamentar Federal e  Secretária de Governo do Estado, conhecendo uma realidade diversa e  realizando inúmeras ações em prol do esporte e cidadania.Como parlamentar, em seu primeiro mandato  na Assembléia Legislativa do Pará, participando e presidindo importantes Comissões, tem se destacado por projetos e ações que visam ampliar as políticas sociais para as mulheres, a família, crianças, juventude e minorias, buscando ainda,apoiar  os municípios paraenses em suas necessidades emergentes. Pelo reconhecimento de sua atuação recebeu inúmeras honrarias municipais, estaduais, legislativas, autarquias e de entidades representativas da sociedade paraense. Ao definir seu trabalho numa frente ampla que recebe o apoio de seus pares na Alepa, do Governo do Estado e do meio empresarial, diz simplesmente que luta com a força de todas as mulheres paraenses, por um Pará mais justo, com mais desenvolvimento para seu povo em todas as regiões.","/noticiasdep/137/D",NA,"dep.renilcenicodemos@alepa.pa.gov.br"
"43","https://www.alepa.pa.gov.br/alexsantiago","thiagoaraujo","Deputado Estadual - CIDA"," “Fazer um bom mandato, e que esse mandato possa de fato representar a população paraense”Thiago Araújo, o mais jovem deputado estadual do Pará, está em seu segundo mandato desenvolvendo projetos para diminuir as diferenças sociais e exercer uma política que, de fato, represente a todos naquilo que tem por necessidade e prioridade.Sua principal pauta, atualmente, é o projeto de diminuição de parte do ICMS para as empresas, que são “alvejadas” pelos excessos desse imposto, a intenção é que possam, ao invés de recolher o imposto, aplicar o montante na qualificação profissional dos seus colaboradores, o projeto vai estimular a educação, o aprimoramento técnico, e com isso, melhorar a qualidade da prestação de serviço para a sociedade.O deputado Thiago Araújo acredita que sua legislatura é uma ferramenta de mudanças para a sociedade. Sua idéia é fazer um mandato que não seja amarrado a um tema exclusivo. Seu principal propósito é a diminuição das desigualdades sociais, em várias esferas, priorizando sempre as necessidades mais gritantes da sociedade. Seu objetivo é fomentar qualidade de vida, geração de emprego, segurança, aprimoramento de educação e da saúde pública, principalmente.","/noticiasdep/138/D","https://twitter.com/deputadothiago","dep.thiagoaraujo@alepa.pa.gov.br"
"44","https://www.alepa.pa.gov.br/alexsantiago","victordias","Deputado Estadual - PSDB"," 
              ","/noticiasdep/143/D",NA,"dep.victordias@alepa.pa.gov.br"
"45","https://www.alepa.pa.gov.br/alexsantiago","wanderlan","Deputado Estadual - MDB"," 
              ","/noticiasdep/139/D",NA,"dep.drwanderlan@alepa.pa.gov.br"
